0,1,9,18,18,12,80,1
0,2,5,15,17,13,86,1
0,3,6,12,16,13,94,1
0,4,3,9,17,13,100,1
0,5,3,8,16,13,103,1
0,6,4,6,15,13,106,1
0,7,4,6,15,12,108,1
0,8,4,5,13,12,110,1
0,9,11,5,16,11,111,1
0,10,23,5,23,11,113,1
0,11,39,4,18,11,114,1
0,12,48,4,10,10,115,1
0,13,61,4,8,9,115,1
0,14,90,4,6,7,113,1
0,15,92,3,6,7,112,1
0,16,100,3,7,6,112,1
0,17,88,3,9,5,112,1
0,18,67,3,11,5,112,1
0,19,42,3,10,5,112,1
0,20,26,3,17,5,113,1
0,21,22,3,19,5,112,1
0,22,23,3,22,6,112,1
0,23,18,3,26,6,112,1
0,24,6,3,25,7,112,1
0,1,8,3,20,7,111,1
0,2,8,3,19,8,110,1
0,3,6,3,17,8,108,1
0,4,9,3,19,7,106,1
0,5,9,3,17,7,105,1
0,6,4,3,16,7,102,1
0,7,2,3,20,8,96,1
0,8,2,3,21,10,87,1
0,9,4,3,24,12,81,1
0,10,9,3,31,13,76,1
0,11,22,3,36,14,73,1
0,12,37,3,29,15,73,1
0,13,47,3,20,15,74,1
0,14,47,3,16,15,76,1
0,15,65,3,14,14,77,1
0,16,84,3,14,11,78,1
0,17,88,3,16,9,77,1
0,18,61,3,21,8,76,1
0,19,26,3,40,8,74,1
0,20,26,4,39,9,76,1
0,21,22,5,36,10,78,1
0,22,20,5,33,10,84,1
0,23,21,5,31,12,90,1
0,24,22,5,29,14,94,1
0,1,21,6,27,14,94,1
0,2,21,7,21,14,94,1
0,3,23,8,22,13,96,1
0,4,19,9,23,12,96,1
0,5,21,9,22,10,97,1
0,6,16,10,22,9,99,1
0,7,6,11,23,9,100,1
0,8,3,12,24,9,101,1
0,9,5,12,30,10,101,1
0,10,11,15,35,12,101,1
0,11,23,16,28,13,101,1
0,12,39,17,27,13,101,1
0,13,49,17,25,13,102,1
0,14,65,18,20,13,102,1
0,15,78,18,19,12,102,1
0,16,82,19,15,10,101,1
0,17,59,22,15,9,102,1
0,18,39,23,20,8,103,1
0,19,25,24,33,8,103,1
0,20,17,23,40,9,103,1
0,21,14,22,36,10,103,1
0,22,17,22,34,10,103,1
0,23,17,22,30,11,103,1
0,24,16,22,27,12,103,1
0,1,16,22,25,13,104,1
0,2,17,21,22,13,105,1
0,3,17,19,21,13,105,1
0,4,21,18,20,11,105,1
0,5,19,18,20,10,105,1
0,6,11,18,26,9,104,1
0,7,4,17,25,9,103,1
0,8,2,16,22,10,103,1
0,9,4,16,28,12,103,1
0,10,10,14,35,13,103,1
0,11,23,12,36,14,103,1
0,12,48,12,36,12,103,1
0,13,43,12,26,13,104,1
0,14,40,12,12,13,104,1
0,15,39,12,7,12,104,1
0,16,40,10,10,11,103,1
0,17,38,9,10,9,103,1
0,18,35,8,12,8,103,1
0,19,25,8,20,7,102,1
0,20,19,9,23,7,102,1
0,21,14,9,24,7,102,1
0,22,10,10,23,7,102,1
0,23,4,10,21,7,102,1
0,24,9,10,17,7,100,1
0,1,31,10,16,8,94,1
0,2,31,10,16,8,90,1
0,3,31,10,16,5,90,1
0,4,9,11,16,7,90,1
0,5,8,11,17,7,90,1
0,6,3,11,16,7,90,1
0,7,1,11,13,7,90,1
0,8,1,11,16,7,91,1
0,9,3,11,19,17,94,1
0,10,9,11,33,18,96,1
0,11,19,11,36,19,100,1
0,12,37,11,34,21,102,1
0,13,59,12,26,22,103,1
0,14,61,12,16,21,103,1
0,15,36,12,8,18,104,1
0,16,34,12,8,15,104,1
0,17,39,11,8,12,104,1
0,18,36,10,20,9,103,1
0,19,15,9,26,9,103,1
0,20,24,7,29,9,103,1
0,21,19,5,32,13,103,1
0,22,6,5,29,15,103,1
0,23,6,5,26,15,103,1
0,24,2,5,25,17,105,1
0,1,1,5,33,18,106,1
0,2,2,5,29,19,106,1
0,3,3,5,27,17,107,1
0,4,4,5,23,17,107,1
0,5,3,5,21,16,107,1
0,6,2,4,23,16,107,1
0,7,2,4,22,17,107,1
0,8,2,4,25,19,107,1
0,9,4,4,30,20,107,1
0,10,9,4,47,21,107,1
0,11,19,4,49,22,107,1
0,12,36,4,49,23,108,1
0,13,53,4,26,23,108,1
0,14,80,4,21,21,108,1
0,15,108,4,17,19,108,1
0,16,109,4,19,15,108,1
0,17,104,4,27,13,108,1
0,18,82,4,32,12,108,1
0,19,34,4,40,11,108,1
0,20,23,4,32,11,108,1
0,21,19,4,40,13,108,1
0,22,14,4,34,14,109,1
0,23,12,5,36,15,110,1
0,24,14,5,28,15,112,1
0,1,15,5,24,15,113,1
0,2,16,5,24,14,113,1
0,3,21,5,23,14,113,1
0,4,21,5,21,13,113,1
0,5,17,5,20,12,112,1
0,6,6,5,23,11,112,1
0,7,2,5,21,9,112,1
0,8,3,5,21,8,111,1
0,9,7,6,21,8,110,1
